MSOA code,house price
E02002285,168750 
E02002286,120000 
E02002287,103500 
E02002288,149990 
E02002289,118000 
E02002290,171750 
E02002291,168600 
E02002292,206500 
E02002293,95000 
E02002294,117000 
E02002295,115000 
E02002296,172000 
E02002297,201500 
E02002298,165000 
E02002299,79100 
E02002300,203998 
E02002301,95000 
E02002302,159000 
E02002303,148000 
E02002304,127500 
E02002305,102500 
E02002306,180000 
E02002307,140000 
E02002308,172000 
E02002309,121000 
E02002310,125000 
E02002311,125000 
E02002312,115000 
E02002313,80000 
E02002314,153500 
E02002315,112000 
E02002316,210000 
E02002317,120000 
E02002318,141500 
E02002319,185950 
E02002320,170000 
E02002321,285975 
E02002322,160000 
E02002323,170000 
E02002324,161000 
E02002325,199998 
E02002326,226250 
E02002327,215000 
E02002328,244000 
E02002329,225000 
E02002330,355000 
E02002331,299995 
E02002332,242500 
E02002333,215000 
E02002334,314950 
E02002335,410250 
E02002336,362500 
E02002337,310000 
E02002338,232750 
E02002339,181000 
E02002340,190000 
E02002341,304500 
E02002342,282750 
E02002343,213500 
E02002344,242000 
E02002345,409995 
E02002346,230000 
E02002347,172500 
E02002348,217500 
E02002349,270000 
E02002350,325000 
E02002351,300000 
E02002352,280000 
E02002353,310000 
E02002354,255500 
E02002356,316950 
E02002357,208313 
E02002358,199000 
E02002359,245000 
E02002360,230500 
E02002361,265000 
E02002362,164500 
E02002363,247500 
E02002364,119000 
E02002366,213500 
E02002367,165000 
E02002368,221500 
E02002369,169500 
E02002370,128000 
E02002371,182500 
E02002373,235000 
E02002374,180055 
E02002375,146950 
E02002376,135000 
E02002377,87500 
E02002379,162995 
E02002380,159625 
E02002381,160000 
E02002382,80000 
E02002383,132000 
E02002384,118000 
E02002385,154975 
E02002386,186000 
E02002387,119000 
E02002388,142500 
E02002389,124000 
E02002390,172995 
E02002391,164000 
E02002392,138000 
E02002393,142500 
E02002394,76250 
E02002395,165000 
E02002396,140000 
E02002397,152000 
E02002398,192750 
E02002399,110000 
E02002400,96000 
E02002401,153498 
E02002402,213500 
E02002403,178000 
E02002404,151500 
E02002405,153000 
E02002406,225000 
E02002407,110000 
E02002408,162500 
E02002409,150000 
E02002410,136000 
E02002411,114500 
E02002412,172500 
E02002414,84750 
E02002415,78000 
E02002416,167000 
E02002417,184950 
E02002418,148998 
E02002419,110000 
E02002420,110000 
E02002421,107500 
E02002422,185000 
E02002423,119995 
E02002424,149750 
E02002425,170000 
E02002426,191500 
E02002427,177550 
E02002428,134500 
E02002429,175000 
E02002430,136500 
E02002431,158000 
E02002432,199995 
E02002433,123975 
E02002434,160000 
E02002435,180500 
E02002436,141000 
E02002437,181475 
E02006852,239000 
E02006861,193500 
E02006875,181000 
E02006876,157500 
E02002726,118000 
E02002727,50000 
E02002728,59750 
E02002729,142000 
E02002730,74500 
E02002731,59000 
E02002732,198498 
E02002733,105000 
E02002734,107000 
E02002735,114500 
E02002736,79000 
E02002737,123000 
E02002738,131000 
E02002739,130000 
E02002740,104750 
E02002741,138725 
E02002742,202000 
E02002743,157000 
E02002744,73000 
E02002745,174000 
E02002746,162000 
E02002747,190500 
E02002748,183000 
E02002749,167500 
E02002750,194000 
E02002751,140000 
E02002752,139950 
E02002753,147250 
E02002754,135000 
E02002755,107500 
E02002756,79500 
E02002757,120500 
E02002758,106000 
E02002759,166000 
E02002760,146000 
E02002761,140000 
E02002762,118000 
E02002763,110000 
E02002764,98000 
E02002765,121000 
E02002766,144250 
E02002767,149000 
E02002768,200000 
E02002769,210000 
E02002770,190000 
E02002771,224950 
E02005782,245000 
E02005783,200000 
E02005784,190500 
E02005785,134000 
E02005786,232500 
E02005787,255000 
E02001578,125000 
E02001579,130250 
E02001580,132500 
E02001581,135995 
E02001582,125000 
E02001583,95250 
E02001584,168000 
E02001585,120000 
E02001586,115000 
E02001587,110000 
E02001588,97500 
E02001589,167500 
E02001590,88500 
E02001591,76500 
E02001592,125000 
E02001593,66000 
E02001594,70000 
E02001595,155000 
E02001596,150000 
E02001597,94500 
E02001598,175000 
E02001599,187500 
E02001600,191750 
E02001601,165000 
E02001602,129000 
E02001603,137000 
E02001604,224998 
E02001605,150000 
E02001606,127000 
E02001607,152500 
E02001608,162000 
E02001609,172500 
E02001610,182750 
E02005788,250000 
E02005789,220000 
E02005790,312000 
E02005791,211000 
E02005794,282000 
E02006870,200000 
E02005795,162500 
E02005796,225000 
E02005797,186250 
E02005798,249000 
E02005799,190000 
E02005800,124999 
E02005801,131000 
E02005802,124000 
E02005803,132500 
E02005804,120000 
E02005805,163000 
E02005806,158000 
E02005807,192500 
E02005808,162000 
E02005809,234000 
E02005810,319950 
E02005811,220995 
E02005812,225000 
E02005813,130750 
E02005814,195000 
E02005815,212498 
E02005816,199995 
E02005817,185000 
E02005818,189000 
E02001611,148000 
E02001612,165000 
E02001613,150000 
E02001614,165000 
E02001615,185000 
E02001616,130000 
E02001617,88950 
E02001618,230000 
E02001619,124495 
E02001620,87500 
E02001621,125500 
E02001622,119000 
E02001623,85000 
E02001624,110000 
E02001625,84500 
E02001626,188500 
E02001627,137150 
E02001628,92000 
E02001629,101000 
E02001630,88750 
E02001631,160000 
E02001632,80000 
E02001633,309975 
E02001634,173302 
E02001635,210000 
E02001636,135500 
E02001637,103000 
E02001638,193500 
E02001639,190000 
E02001640,207500 
E02001642,116000 
E02001643,315875 
E02001646,310000 
E02001647,140000 
E02001648,280000 
E02001649,139995 
E02001650,155000 
E02001651,353000 
E02001652,75750 
E02001653,125995 
E02001654,162000 
E02001655,125000 
E02001656,255000 
E02001657,295000 
E02001658,82500 
E02001659,124950 
E02001660,230000 
E02001661,149000 
E02001662,124475 
E02001663,170000 
E02001664,145000 
E02001665,412500 
E02001666,133000 
E02001669,169000 
E02001670,95000 
E02001671,170000 
E02001672,142250 
E02001673,178000 
E02001674,241000 
E02001675,134000 
E02001676,280000 
E02001678,380000 
E02001679,181160 
E02001680,98000 
E02001681,294000 
E02006803,204995 
E02006843,114500 
E02006844,127500 
E02006868,120000 
E02006869,127840 
E02002438,135000 
E02002439,120000 
E02002440,149750 
E02002441,139950 
E02002442,172995 
E02002443,160000 
E02002444,221250 
E02002445,204950 
E02002446,165000 
E02002447,118000 
E02002448,126998 
E02002449,174995 
E02002450,172495 
E02002451,208000 
E02002452,168950 
E02002453,110000 
E02002454,128000 
E02002455,121750 
E02002456,150000 
E02002457,120000 
E02002458,169000 
E02002459,162500 
E02002460,163500 
E02002461,169995 
E02002462,159760 
E02002463,140000 
E02002464,142500 
E02002465,166000 
E02002466,175000 
E02002467,115000 
E02002468,166150 
E02002469,192500 
E02002470,280000 
E02002471,204000 
E02002472,178975 
E02002473,160000 
E02002474,160975 
E02002475,228000 
E02002476,117500 
E02002477,115500 
E02002478,130000 
E02002479,122450 
E02002480,90000 
E02002481,130000 
E02002482,120000 
E02002772,268000 
E02002773,263000 
E02002774,250000 
E02002775,263500 
E02002776,220250 
E02002777,248950 
E02002778,255000 
E02002779,300000 
E02002780,185000 
E02002781,195000 
E02002782,390000 
E02002783,235000 
E02002784,250000 
E02002785,273998 
E02002786,197000 
E02002787,199950 
E02002788,230000 
E02002789,187500 
E02002790,240000 
E02002791,272500 
E02002792,279995 
E02002793,215000 
E02002794,279000 
E02002795,320000 
E02004029,171475 
E02004030,298000 
E02004031,109500 
E02004032,169475 
E02004033,149975 
E02004034,175000 
E02004035,235000 
E02004036,150000 
E02004037,220000 
E02004038,172500 
E02004039,180000 
E02004040,167750 
E02004041,148750 
E02004043,177500 
E02004044,330475 
E02006827,125000 
E02005819,149000 
E02005820,137500 
E02005821,118000 
E02005822,123750 
E02005823,109250 
E02005824,156500 
E02005825,129250 
E02005826,107000 
E02005827,165000 
E02005828,146550 
E02005829,145000 
E02005830,158500 
E02005831,185000 
E02005832,125000 
E02005833,164000 
E02005834,175000 
E02005835,140000 
E02005836,187500 
E02005837,290000 
E02005838,129000 
E02005839,150000 
E02005840,199995 
E02005842,163000 
E02005843,185000 
E02005844,155000 
E02005846,81000 
E02005847,125000 
E02005848,155000 
E02005849,195000 
E02006903,132000 
E02005334,210000 
E02005335,291250 
E02005336,185500 
E02005337,185000 
E02005338,240000 
E02005339,220000 
E02005340,213500 
E02005341,215000 
E02005342,219000 
E02005343,225000 
E02005344,235000 
E02006820,235000 
E02004045,159000 
E02004046,123475 
E02004047,113498 
E02004048,114000 
E02004049,161000 
E02004050,120250 
E02004051,118000 
E02004052,158500 
E02004053,120000 
E02004054,140000 
E02005417,179950 
E02005418,122500 
E02005419,117500 
E02005420,140000 
E02005422,181000 
E02005423,189248 
E02006864,195000 
E02006865,163000 
E02005850,150000 
E02005851,132500 
E02005852,188000 
E02005853,180000 
E02005856,285000 
E02005857,154000 
E02005858,198250 
E02005859,161000 
E02005860,177425 
E02005861,171900 
E02005862,170750 
E02005863,233500 
E02005864,225000 
E02006906,199975 
E02005345,190000 
E02005346,140250 
E02005347,166000 
E02005348,162000 
E02005349,193725 
E02005350,188995 
E02005351,210000 
E02005352,365000 
E02005353,235000 
E02005354,239950 
E02005355,237500 
E02005356,287000 
E02005357,190000 
E02005358,250000 
E02005359,295000 
E02005360,370000 
E02005361,190000 
E02005362,223000 
E02005363,229950 
E02005364,222500 
E02005365,187500 
E02005366,236500 
E02004055,128650 
E02004056,135000 
E02004057,121500 
E02004058,170000 
E02004059,163000 
E02004060,135000 
E02004061,151500 
E02004062,205000 
E02004063,177500 
E02004064,126500 
E02004065,235000 
E02004066,144000 
E02004067,148000 
E02005612,255000 
E02005613,158000 
E02005614,220000 
E02005615,173000 
E02005616,151250 
E02005617,146000 
E02006862,177475 
E02006863,229475 
E02005619,325000 
E02005620,281500 
E02005621,320000 
E02005622,309995 
E02005623,304975 
E02005624,243000 
E02005625,204500 
E02005626,179250 
E02005627,302475 
E02005628,286000 
E02002796,248000 
E02002797,229000 
E02002798,208000 
E02002799,150500 
E02002800,246750 
E02002801,146000 
E02002802,122000 
E02002803,135000 
E02002804,155000 
E02002805,198500 
E02002806,118500 
E02002807,149950 
E02002808,108000 
E02002809,171500 
E02002810,229000 
E02002811,92000 
E02002812,212500 
E02002813,95000 
E02002814,210000 
E02002815,116000 
E02002816,246000 
E02002817,194000 
E02002818,104000 
E02002819,135000 
E02002820,121000 
E02002821,114000 
E02002822,165000 
E02002823,148000 
E02002824,157500 
E02002825,179975 
E02002826,227500 
E02004068,260029 
E02004069,347500 
E02004070,330000 
E02004071,230000 
E02004072,277000 
E02004073,225000 
E02004074,205000 
E02004075,258000 
E02004076,249995 
E02004077,342000 
E02005424,186500 
E02005425,179995 
E02005426,180000 
E02005427,144500 
E02005428,134975 
E02005429,174000 
E02005430,200000 
E02005431,173000 
E02005432,261225 
E02005433,158998 
E02005434,175000 
E02005435,152000 
E02005436,154000 
E02005437,149000 
E02005438,156500 
E02005439,185000 
E02005440,170000 
E02005441,189975 
E02005629,339000 
E02005630,304500 
E02005631,282000 
E02005632,260000 
E02005633,226500 
E02005634,183000 
E02005635,220000 
E02005636,200000 
E02005637,155000 
E02005638,230000 
E02004078,110000 
E02004080,110000 
E02004081,225000 
E02004082,213250 
E02004083,173995 
E02004084,135000 
E02004085,175000 
E02004086,205000 
E02004087,160000 
E02004088,245500 
E02004089,128000 
E02004090,182000 
E02004091,179950 
E02004092,169950 
E02006828,154500 
E02005865,277500 
E02005866,185000 
E02005868,165000 
E02005869,172000 
E02005870,139500 
E02005871,180000 
E02005872,245500 
E02005873,238000 
E02005874,225000 
E02005875,194500 
E02005876,176000 
E02005877,163000 
E02005878,141000 
E02005879,132000 
E02006835,157000 
E02005368,382000 
E02005369,360000 
E02005370,240000 
E02005371,284995 
E02005372,334500 
E02005373,370000 
E02005374,230000 
E02005375,245000 
E02005376,230000 
E02006816,281475 
E02004093,149975 
E02004094,159950 
E02004095,169950 
E02004096,258000 
E02004097,192000 
E02004098,179973 
E02004100,247475 
E02004102,158000 
E02004103,150000 
E02004104,230000 
E02006872,217475 
E02005377,210000 
E02005378,233000 
E02005379,205000 
E02005380,272500 
E02005381,234200 
E02005382,175000 
E02005383,163000 
E02005384,245000 
E02005385,216500 
E02005386,152500 
E02005387,192000 
E02005388,174250 
E02005389,235000 
E02005390,276250 
E02005639,296475 
E02005640,198750 
E02005641,180000 
E02005642,212000 
E02005643,157750 
E02005644,138000 
E02005645,220000 
E02005646,208000 
E02005647,174475 
E02005648,269995 
E02005649,261000 
E02002827,213000 
E02002828,188000 
E02002829,150000 
E02002830,177500 
E02002831,203000 
E02002832,192000 
E02002833,185000 
E02002834,185000 
E02002835,193000 
E02002836,187000 
E02002837,173500 
E02002838,144000 
E02002839,210000 
E02002842,133000 
E02002843,173000 
E02002844,108500 
E02002845,177125 
E02002846,195000 
E02002847,200000 
E02002848,171000 
E02002849,138000 
E02002851,265000 
E02002852,154000 
E02002853,250000 
E02002854,156000 
E02002855,157750 
E02002856,207250 
E02002857,147000 
E02002858,345000 
E02002860,179950 
E02002861,165000 
E02002862,140000 
E02006815,235000 
E02006817,189250 
E02006819,143000 
E02006850,135000 
E02006851,160748 
E02005442,134500 
E02005443,165000 
E02005444,178000 
E02005445,127750 
E02005446,159750 
E02005447,107500 
E02005448,150000 
E02005449,170750 
E02005450,160000 
E02005451,123104 
E02005452,178000 
E02005880,127000 
E02005881,122000 
E02005882,175000 
E02005883,132000 
E02005884,125000 
E02005885,145995 
E02005886,152000 
E02005887,84000 
E02005888,91500 
E02005889,130000 
E02005890,146000 
E02005891,134100 
E02005892,230000 
E02005391,279000 
E02005392,211250 
E02005393,220000 
E02005394,193250 
E02005395,185000 
E02005396,315000 
E02005893,130000 
E02005894,172725 
E02005895,250000 
E02005896,260000 
E02005897,269000 
E02005898,131250 
E02005899,137000 
E02005900,279000 
E02005901,169973 
E02005902,160000 
E02005903,186000 
E02005904,219573 
E02005905,340000 
E02004105,150000 
E02004106,220000 
E02004108,186000 
E02004109,277000 
E02004110,230000 
E02004111,169975 
E02004112,280000 
E02004113,134495 
E02004114,214995 
E02004115,155000 
E02004116,155000 
E02004117,190000 
E02006804,191000 
E02005453,215000 
E02005455,220500 
E02005456,191500 
E02005457,220000 
E02005458,291000 
E02005459,180500 
E02005460,186000 
E02005461,185000 
E02005462,160000 
E02005463,199973 
E02005464,207500 
E02006866,207250 
E02006867,190000 
E02005397,215000 
E02005398,215000 
E02005399,264995 
E02005400,176000 
E02005401,330000 
E02005402,270000 
E02005403,175000 
E02005404,206000 
E02005405,195000 
E02005406,134500 
E02005407,207950 
E02005408,217750 
E02005409,175000 
E02005650,214950 
E02005651,209500 
E02005652,238000 
E02005653,167500 
E02005654,175250 
E02005655,223000 
E02005656,159000 
E02005657,197500 
E02005658,182000 
E02005659,235000 
E02005660,210000 
E02005661,192500 
E02005662,210000 
E02005663,228500 
E02005664,185000 
E02005665,215000 
E02005666,173000 
E02005667,215000 
E02005668,230000 
E02005669,320000 
E02005670,140000 
E02005671,200000 
E02005672,160000 
E02005673,175000 
E02005674,162500 
E02005675,201250 
E02005676,225000 
E02005677,200000 
E02005678,255000 
E02005679,250000 
E02005680,295000 
E02002868,176250 
E02002869,105000 
E02002871,135000 
E02002872,123750 
E02002873,123500 
E02002874,145100 
E02002875,125000 
E02002876,130000 
E02002877,173000 
E02002878,108000 
E02002879,152500 
E02002880,101000 
E02002881,136000 
E02002882,180300 
E02002883,128500 
E02002884,115000 
E02002885,102500 
E02002886,188750 
E02002887,128000 
E02002888,116000 
E02002889,138750 
E02002890,110000 
E02002891,147000 
E02002892,162000 
E02002893,144000 
E02002894,269995 
E02002895,236000 
E02002896,116500 
E02002897,311000 
E02002898,136000 
E02002899,147000 
E02002901,230000 
E02002902,135000 
E02002903,136500 
E02002904,130000 
E02006834,125500 
E02006904,134000 
E02006905,145000 
E02005412,261475 
E02005414,185000 
E02005415,157000 
E02005416,215000 
E02006818,215750 
E02006911,280000 
E02005906,387498 
E02005907,245000 
E02005908,240000 
E02005909,352750 
E02005910,285000 
E02005911,290000 
E02005912,305000 
E02005913,393950 
E02005914,225000 
E02005915,280000 
E02005916,258000 
E02005917,347475 
E02005918,227500 
E02005919,248000 
E02005920,264995 
E02002863,334995 
E02002864,214250 
E02002865,258725 
E02002866,320875 
E02002867,317000 
E02004118,263995 
E02004119,229750 
E02004120,231000 
E02004121,269995 
E02004122,315000 
E02004123,287000 
E02004124,165000 
E02004125,145000 
E02004126,174750 
E02004128,220000 
E02006919,170000 
E02006920,172000 
E02005465,190000 
E02005466,192000 
E02005467,165000 
E02005468,225000 
E02005469,189559 
E02005470,182500 
E02005471,178000 
E02005472,152250 
E02005473,170000 
E02005474,205000 
E02005475,215000 
E02005476,243000 
E02005477,263925 
E02005478,159000 
E02005479,209995 
E02005480,130000 
E02005481,131950 
E02005482,172000 
E02005483,217500 
E02005484,205000 
E02005485,212995 
E02005486,186000 
E02005487,288750 
E02005488,250000 
E02005489,215000 
E02005490,230500 
E02005491,325000 
E02005681,283500 
E02005682,350000 
E02005683,275475 
E02005684,317500 
E02005685,323750 
E02005686,302500 
E02005687,399000 
E02005688,332500 
E02005689,312995 
E02005690,234750 
E02005691,321500 
E02005692,194000 
E02005693,219250 
E02005694,235000 
E02005695,186000 
E02005696,160000 
E02005697,160000 
E02005698,188000 
E02005699,183000 
E02005700,285000 
E02005701,223000 
E02005492,175000 
E02005493,170500 
E02005494,165000 
E02005495,73000 
E02005496,180000 
E02005497,118000 
E02005498,220000 
E02005499,258000 
E02005500,195000 
E02005501,241250 
E02005502,180000 
E02001827,318000 
E02001828,320000 
E02001829,340000 
E02001830,398028 
E02001831,215000 
E02001832,311250 
E02001833,269000 
E02001834,155000 
E02001835,240000 
E02001836,290000 
E02001837,135000 
E02001838,310000 
E02001839,150000 
E02001840,152250 
E02001841,369500 
E02001842,180000 
E02001843,155000 
E02001844,230000 
E02001845,163000 
E02001846,144000 
E02001847,252000 
E02001848,143000 
E02001849,162000 
E02001850,167445 
E02001851,191500 
E02001852,155000 
E02001854,170000 
E02001855,136725 
E02001856,130000 
E02001857,141000 
E02001858,141500 
E02001859,133250 
E02001860,121000 
E02001861,133750 
E02001862,135000 
E02001863,115000 
E02001864,133000 
E02001865,120000 
E02001866,140000 
E02001867,114000 
E02001868,210000 
E02001869,105000 
E02001870,160000 
E02001871,150000 
E02001872,160000 
E02001873,110750 
E02001874,120000 
E02001875,198000 
E02001876,161500 
E02001877,120000 
E02001878,135000 
E02001879,117500 
E02001880,138000 
E02001881,145000 
E02001882,160000 
E02001883,133000 
E02001884,125000 
E02001886,245000 
E02001888,172995 
E02001889,147500 
E02001890,221000 
E02001892,154000 
E02001893,182000 
E02001895,162500 
E02001896,120000 
E02001897,132000 
E02001898,193000 
E02001899,312500 
E02001900,312500 
E02001901,285000 
E02001902,187250 
E02001903,120000 
E02001904,142000 
E02001905,306000 
E02001906,200000 
E02001907,170000 
E02001908,135000 
E02001909,124000 
E02001910,137000 
E02001911,158000 
E02001913,213875 
E02001914,242000 
E02001915,180000 
E02001916,180000 
E02001918,217000 
E02001919,150000 
E02001920,140500 
E02001921,207500 
E02001922,169995 
E02001923,186000 
E02001924,217500 
E02001925,226000 
E02001926,221000 
E02001927,150000 
E02001928,157975 
E02001929,158500 
E02001930,285000 
E02001931,256000 
E02001932,150000 
E02001933,191750 
E02001934,268000 
E02001935,226000 
E02001936,280000 
E02001937,165000 
E02001938,219000 
E02001939,260000 
E02001941,175000 
E02001942,218000 
E02001943,189000 
E02001944,189000 
E02001945,133750 
E02001946,195000 
E02001947,140000 
E02001948,188175 
E02001949,175000 
E02001950,184250 
E02001951,138000 
E02001952,145000 
E02001953,191500 
E02001954,157000 
E02001955,176748 
E02001956,175000 
E02001957,175000 
E02006807,250000 
E02006809,253500 
E02006895,200000 
E02006896,181500 
E02006897,188950 
E02006898,191950 
E02006899,194500 
E02006900,134500 
E02006901,127000 
E02006696,387500 
E02006697,370000 
E02006698,215000 
E02006699,292750 
E02006700,330000 
E02006701,387498 
E02006702,210000 
E02006703,352500 
E02006704,347500 
E02006705,225000 
E02006706,200000 
E02006707,283000 
E02006708,190000 
E02006709,314495 
E02006118,188000 
E02006119,155000 
E02006120,160000 
E02006121,161250 
E02006122,198950 
E02006123,195000 
E02006124,135500 
E02006125,150000 
E02006126,187000 
E02006127,187500 
E02006128,191000 
E02006129,145000 
E02006130,191750 
E02001958,162750 
E02001959,183975 
E02001961,146500 
E02001962,169995 
E02001963,184500 
E02001964,157529 
E02001965,180000 
E02001966,135000 
E02001967,235000 
E02001968,155000 
E02001969,155000 
E02001970,180000 
E02001971,195500 
E02001972,189995 
E02001973,140000 
E02001974,195000 
E02001975,180500 
E02001976,166250 
E02001977,155000 
E02001978,174500 
E02001979,200000 
E02001980,195000 
E02001981,128500 
E02001982,229950 
E02001983,188750 
E02001984,188500 
E02001985,160000 
E02001986,160000 
E02001987,178500 
E02001988,163950 
E02001989,181000 
E02001990,212000 
E02001991,275000 
E02001992,179975 
E02001993,240500 
E02001994,212500 
E02001995,172500 
E02001996,168998 
E02001997,317500 
E02001998,270000 
E02001999,347000 
E02006805,148000 
E02002000,135000 
E02002001,166500 
E02002002,225000 
E02002003,148000 
E02002004,137000 
E02002005,137000 
E02002006,135500 
E02002007,175000 
E02002008,175000 
E02002009,130000 
E02002010,121300 
E02002011,207475 
E02002012,163500 
E02002013,233000 
E02002014,104996 
E02002015,159750 
E02002016,125000 
E02002017,117000 
E02002018,235000 
E02002019,130900 
E02002020,180000 
E02002021,117000 
E02002022,150000 
E02002023,180500 
E02002024,155975 
E02002025,187450 
E02002026,170000 
E02002027,215000 
E02002028,219975 
E02002029,217000 
E02002030,156500 
E02002031,145100 
E02002032,155000 
E02002033,174950 
E02002034,197750 
E02002035,295000 
E02002036,148750 
E02002037,225000 
E02002038,166500 
E02002039,223750 
E02002040,355750 
E02002041,275000 
E02002042,245000 
E02006131,220000 
E02006132,202995 
E02006133,176000 
E02006134,250000 
E02006135,231250 
E02006136,347500 
E02006137,147500 
E02006138,158650 
E02006139,112000 
E02006140,168750 
E02006141,103500 
E02006142,195000 
E02006143,230000 
E02006144,131250 
E02006145,250000 
E02002905,290000 
E02002906,169000 
E02002907,175000 
E02002908,290000 
E02002909,236800 
E02002910,241500 
E02002911,291750 
E02002912,277500 
E02002913,395000 
E02002914,180000 
E02002915,249450 
E02002916,174225 
E02002917,200000 
E02002918,250200 
E02002919,182000 
E02002920,230000 
E02002921,159950 
E02002922,322750 
E02002923,232750 
E02002924,285500 
E02002925,240000 
E02002926,198500 
E02002927,349950 
E02006146,185000 
E02006147,283000 
E02006148,300000 
E02006149,225000 
E02006150,260000 
E02006151,203500 
E02006152,270000 
E02006153,295000 
E02006154,200000 
E02006155,137450 
E02006156,410000 
E02006157,245000 
E02006710,305000 
E02006711,378000 
E02006712,373500 
E02006713,202000 
E02006714,310995 
E02006715,235500 
E02006716,240000 
E02006717,316000 
E02006718,240000 
E02006719,277150 
E02006720,292000 
E02006158,155500 
E02006159,134500 
E02006160,147875 
E02006161,164000 
E02006162,145000 
E02006163,130000 
E02006164,103000 
E02006165,122093 
E02006166,151750 
E02006167,136325 
E02006168,118000 
E02006169,136000 
E02006170,185000 
E02006171,180000 
E02006172,230000 
E02006173,312995 
E02006468,230000 
E02006469,169725 
E02006470,170000 
E02006471,240000 
E02006472,177975 
E02006473,235000 
E02006474,250000 
E02006475,259995 
E02006476,156000 
E02006477,274995 
E02006478,185000 
E02006479,122750 
E02006480,145000 
E02006481,144500 
E02006482,154995 
E02006483,137000 
E02006484,160000 
E02006485,249000 
E02006486,184500 
E02006487,155000 
E02006488,220000 
E02006489,150000 
E02006490,162750 
E02006806,163000 
E02006721,240000 
E02006722,155000 
E02006723,220000 
E02006724,155000 
E02006725,200000 
E02006726,178500 
E02006727,190000 
E02006728,299995 
E02006729,211750 
E02006730,159000 
E02006731,221500 
E02006732,240000 
E02006733,271000 
E02006492,279995 
E02006493,204998 
E02006494,160500 
E02006495,258725 
E02006496,171750 
E02006497,162500 
E02006498,240000 
E02006499,245000 
E02006500,234000 
E02006501,249000 
E02006502,225000 
E02006503,370000 
E02002043,150000 
E02002044,152000 
E02002045,140000 
E02002046,125000 
E02002047,132000 
E02002048,220000 
E02002049,134000 
E02002051,154998 
E02002052,145500 
E02002053,174250 
E02002054,175000 
E02002055,162000 
E02002056,125500 
E02002057,130000 
E02002058,137000 
E02002059,140000 
E02002060,135000 
E02002061,125000 
E02002062,151000 
E02002063,136000 
E02002064,138000 
E02002065,154500 
E02002066,145500 
E02002067,202498 
E02002068,155995 
E02002069,162500 
E02002070,125000 
E02002071,135000 
E02002072,157000 
E02002073,159000 
E02002074,157250 
E02002075,136500 
E02002076,171500 
E02002077,139000 
E02002078,200500 
E02002079,156750 
E02002080,152000 
E02006810,170000 
E02006015,175000 
E02006016,275000 
E02006023,165225 
E02006017,187250 
E02006018,173000 
E02006024,145000 
E02006025,150000 
E02006019,174750 
E02006020,280000 
E02006021,299975 
E02006026,230527 
E02006027,235000 
E02006022,280000 
E02006028,259950 
E02006029,160000 
E02006030,167750 
E02006031,165000 
E02006032,180000 
E02006033,247500 
E02006034,262500 
E02006035,230000 
E02006036,210950 
E02006037,250000 
E02006038,221000 
E02006008,252495 
E02006039,215000 
E02006009,225000 
E02006040,296498 
E02006010,215000 
E02006041,250000 
E02006011,211000 
E02006042,295000 
E02006012,220000 
E02006013,322500 
E02006014,192000 
E02006043,265000 
E02006044,292500 
E02006045,194750 
E02006046,239000 
E02002081,255000 
E02002082,139000 
E02002083,245500 
E02002084,182000 
E02002085,235000 
E02002086,138250 
E02002087,137000 
E02002088,127750 
E02002089,225000 
E02002090,230000 
E02002091,249750 
E02002092,259000 
E02002093,243500 
E02002094,334000 
E02002095,272500 
E02002096,325000 
E02002097,340500 
E02002098,327950 
E02002099,460000 
E02002101,255000 
E02002102,275000 
E02002103,326000 
E02002104,450000 
E02002105,425000 
E02002106,485000 
E02002107,386500 
E02002108,476025 
E02002109,325000 
E02006808,275000 
E02006174,264000 
E02006175,192500 
E02006176,269000 
E02006177,194000 
E02006178,157000 
E02006179,202000 
E02006180,195000 
E02006181,184000 
E02006182,285000 
E02006183,203000 
E02006184,200000 
E02006185,220000 
E02006186,273000 
E02006187,338000 
E02006188,216000 
E02006189,236000 
E02006190,200000 
E02006191,230000 
E02006192,280000 
E02006193,212000 
E02006194,190000 
E02006195,254500 
E02006196,134950 
E02006197,135000 
E02006198,253000 
E02006199,250000 
E02006200,130000 
E02006201,251250 
E02006202,230000 
E02006203,159000 
E02006204,152000 
E02006205,200000 
E02006206,125500 
E02006207,170000 
E02006208,133000 
E02006209,189950 
E02006210,275000 
E02006211,216250 
E02006212,175000 
E02006213,171500 
E02006214,145250 
E02006215,180000 
E02006216,185000 
E02002951,128250 
E02002952,153500 
E02002953,110000 
E02002954,105250 
E02002955,74000 
E02002956,88000 
E02002957,151000 
E02002958,120000 
E02002959,82000 
E02002960,139000 
E02002961,119975 
E02002962,125000 
E02002963,75750 
E02002964,115000 
E02002965,78000 
E02002966,92000 
E02002967,89950 
E02002968,140000 
E02002969,120000 
E02002970,80000 
E02002971,115000 
E02002972,97000 
E02002973,117500 
E02002974,145000 
E02002975,133750 
E02002976,135000 
E02002977,120250 
E02002978,99500 
E02002979,82000 
E02002980,183600 
E02002981,155000 
E02002982,216995 
E02002983,165000 
E02002984,188000 
E02006504,510000 
E02006505,420000 
E02006506,215000 
E02006507,290000 
E02006508,360000 
E02006509,245000 
E02006510,341000 
E02006511,292500 
E02006512,290000 
E02006513,345000 
E02006514,309000 
E02006515,312000 
E02006516,300000 
E02006517,340000 
E02006518,323500 
E02006217,260000 
E02006218,153250 
E02006219,249973 
E02006220,185000 
E02006221,199500 
E02006222,173000 
E02006223,143000 
