MSOA Code,Cases1,Cases2,Cases3,NUK,O65,Bame,HP,OO,OML,SR,PR,NP,Density,Geo,IMD,Health,Income,AS,Employment,Education,Crime,Environment
E02000388,483.1,1645.2,1023.9,44.7451841,0.095208908,0.262131188,690000,14,16,30.8,36.4,5.2,28.44812554,-1.5852,19.789,0.0424,0.1238,0.144,0.076,5.6158,0.4884,35.0494
E02000389,235.2,1104.7,1692.4,38.08600848,0.092486421,0.204482132,920000,23.9,26.7,15,31.3,4.2,162.4509804,-1.4162,11.397,-0.4662,0.0678,0.1186,0.047,6.1714,0.1478,28.6566
E02000390,95,1456.7,1409.1,38.75620347,0.114526378,0.243176179,790000,18.1,19.9,26.4,33.8,4.5,136.1569416,-1.808,18.6575,-0.00225,0.12325,0.158,0.09025,8.893,-0.02625,30.856
E02000391,235.5,953.9,1226.5,38.94423599,0.102434929,0.191357226,1341713,22.7,21,24.6,29.6,6.2,95.40720961,-0.9706,17.8156,-0.7286,0.0964,0.1262,0.0712,3.3082,0.7474,39.9382
E02000392,158.1,980.6,1381.4,40.123199,0.09209952,0.231467947,763000,16.7,19.6,25.3,34.9,5.2,167.6341463,-1.463166667,18.23533333,-0.2465,0.1125,0.147666667,0.072,7.188833333,0.358,36.882
E02000393,101.2,978.4,1282.1,38.31868678,0.109210848,0.158514343,762500,22.3,27.1,12.8,35.7,3.7,184.3693694,-1.42175,9.4475,-0.628,0.05275,0.0895,0.03675,4.04625,0.173,30.4765
E02000394,161.6,1120.1,1443.3,41.21212121,0.105816832,0.326370084,745000,15,17.7,34.3,26.8,7.7,219.8639456,-0.8538,19.9802,-0.142,0.1366,0.1716,0.0748,7.8698,0.033,38.5006
E02000395,48,976,1231.8,37.00218451,0.142766818,0.139304319,1012500,30.5,22,10.3,33.9,6.6,116.4653903,-1.279,10.52,-0.828,0.0485,0.06775,0.03175,3.82425,0.2045,37.47675
E02000396,127.1,1045.3,1130,36.30333183,0.115042705,0.246193276,795000,19.9,21.1,28.3,26.2,2.6,162.9829545,-1.1245,18.40025,-0.578,0.1385,0.163,0.081,7.84375,0.1585,32.72325
E02000397,93.4,619.1,1810.5,51.3371721,0.103456977,0.387715931,431875,13.4,21.1,25.1,37.4,2.2,143.3273056,-1.157,26.41275,-0.14225,0.15625,0.2655,0.10825,14.95725,0.51775,37.41675
E02000398,228.8,851.8,1424,53.55889372,0.104021721,0.616874912,338000,11.4,13.1,49.1,24.2,5.7,95.51053485,-1.134,50.4225,0.4995,0.311,0.47125,0.22375,36.16,1.2085,30.37975
E02000400,185.1,802.6,1938.7,41.14501826,0.136430263,0.382237872,575000,18,24.5,29.4,24.1,1.7,147.5707155,-0.63975,21.79,-0.3165,0.1475,0.224,0.089,7.36175,0.401,33.86925
E02000401,106,863,1877.7,42.87199287,0.12907554,0.500742501,425000,11.2,22,50.1,14.3,1.5,95.30690537,-0.2315,42.9655,0.26875,0.26525,0.4405,0.163,30.8995,0.94625,41.0375
E02000402,166.4,1330.9,1512.4,46.42377184,0.080919932,0.549051814,410000,8.4,18,47.3,22.3,2,146.75,-0.88225,41.3445,0.14275,0.27475,0.4435,0.154,33.119,1.17625,33.9875
E02000403,182.5,839.6,2288,55.79941659,0.100758801,0.376024448,450000,14.5,23.5,15.5,44.8,2.2,183.5388128,-0.68125,24.90225,-0.07975,0.14175,0.25875,0.081,16.15975,0.76925,34.5895
E02000404,193.9,736.6,1395.7,52.54955571,0.100501672,0.486534518,499950,15.8,21.5,31.7,27.1,2,146.5686275,-0.30575,31.341,0.09425,0.19075,0.35175,0.11475,23.22425,0.6895,30.16925
E02000405,93.8,781.4,2141.3,25.82467929,0.118039577,0.190745266,930000,28.3,40.1,8.2,22.5,1.6,163.3834586,-0.3465,11.99325,-0.897,0.0655,0.11,0.048,0.99325,0.374,30.553
E02000406,167.2,836.1,1867.4,49.19572954,0.129274885,0.444412811,492500,12.7,19.9,39.4,25.7,1.6,135.4936306,-0.72325,33.25575,0.13425,0.19425,0.3255,0.1285,24.85275,0.90725,39.813
E02000407,197.1,814.9,1419.4,56.2226477,0.093255225,0.584245077,370000,10.6,17.5,35.6,31.5,5.5,181.4942529,-1.01025,40.21875,0.08325,0.23825,0.3885,0.156,31.2755,1.2445,37.10025
E02000408,272.3,1231.3,1065.6,53.82291119,0.115832507,0.572254335,422500,9.1,16.4,44.6,26.1,3,121.3834586,-0.77475,37.49575,0.03075,0.24725,0.42825,0.136,33.17975,1.099,34.3825
E02000409,259.8,844.9,1868,53.50084265,0.092586734,0.544201011,480000,11.8,14.2,53.1,18.3,1.8,171.482821,-0.872,42.2105,0.1695,0.28175,0.419,0.184,31.42025,0.758,31.00375
E02000410,121,892.1,1436.3,27.74540565,0.103238866,0.176453011,657500,22.2,32.3,6.6,38.1,3,166.5168539,-1.11675,11.113,-0.77075,0.05575,0.09725,0.04025,0.817,0.14675,37.917
E02000411,194.6,1297.6,1362.5,53.26086957,0.099849203,0.576355341,412500,14.2,22.5,33.8,26.5,2.8,141.0942249,-0.40975,33.0305,-0.01925,0.2105,0.36775,0.12325,24.43725,0.6335,34.137
E02000412,64.3,746.3,1544.2,54.23777842,0.156614942,0.458779288,420000,11.2,12.9,37.1,32.5,2.3,64.50980392,-0.995,34.392,-0.00375,0.202,0.30075,0.1285,19.5785,1.4255,34.37675
E02000413,105.6,765.6,1940.6,25.32,0.110169492,0.207466667,687000,25.4,30.5,14.5,27,2.6,113.28,-0.45225,13.859,-0.518,0.084,0.123,0.05675,2.7545,0.069,30.32
E02000414,381,1030,1650.7,54.81801701,0.091811704,0.53339841,520000,18.7,26,19.9,32.9,9.8,151.7907801,-0.4475,29.44925,-0.01875,0.1785,0.325,0.1135,20.3555,0.7625,36.6625
E02000415,82.4,782.2,1578.4,55.67567568,0.084933249,0.41431702,485000,19.9,20.9,20.1,36.4,5.5,66.03694374,-0.9385,27.1185,-0.09975,0.17325,0.29425,0.1005,13.80775,0.93775,33.49
E02000416,61.5,1044.9,1745.7,34.16555407,0.116201531,0.338718291,455000,10.3,23.5,34.7,28.1,2.7,60.70464768,-0.7944,28.9576,0.305,0.1958,0.2184,0.1234,13.0154,0.3576,32.164
E02000417,182.7,669.8,1415.7,28.32534452,0.100090854,0.167615339,759950,25.2,27.4,8.2,37.8,3.5,88.40696118,-0.74375,13.73875,-0.63525,0.06325,0.09975,0.04825,2.744,0.5375,33.958
E02000418,,505.5,1816.1,22.38155745,0.096037508,0.15828644,825000,29.4,38.7,11.4,18.6,1.8,69.52681388,-0.3985,12.0035,-0.55625,0.072,0.12075,0.0475,0.7365,0.247,31.16975
E02000419,278.5,902.5,1939,51.33201776,0.087014726,0.360631475,497500,15.2,21.4,15.2,46,7.5,96.55699177,-0.49575,24.8415,-0.13375,0.143,0.22675,0.082,14.82425,0.711,35.687
E02000420,254.5,1127.1,1708.9,55.53013994,0.105324373,0.493675996,495000,11.5,19.7,34.7,31.8,3.8,120.7176287,-0.9315,36.3755,0.07025,0.22325,0.3555,0.12575,29.08625,1.25575,37.6145
E02000421,496.5,896.2,1925.4,54.37884723,0.134260706,0.56351427,352500,7.7,14.5,44,28.2,3.2,35.90347924,-1.071,42.20925,0.35125,0.26825,0.355,0.15625,24.83925,1.48825,36.04875
E02000422,262.4,608.6,1420.1,55.5399361,0.092809365,0.519616613,496600,13.3,19.8,31.3,31.2,2.1,156.6812227,-1.16025,29.67575,-0.04475,0.19175,0.33375,0.11575,19.79975,0.794,31.6695
E02000423,120.6,1005.8,1823.8,53.72082783,0.09317913,0.384412153,551250,20.3,22.8,14.7,40.7,3.4,145.7662835,-1.18975,22.77475,-0.2405,0.132,0.2445,0.07,13.20325,0.88225,36.14725
E02000424,73.9,990.9,1478.8,29.95276466,0.091049017,0.266740761,564000,15.8,30.8,24.3,27.1,4,163.0501931,-0.83375,19.568,-0.3035,0.133,0.134,0.09825,4.54225,0.2925,27.921
E02000425,304.2,2635.9,1267.3,43.99117971,0.122969461,0.346058434,782500,18.4,18.2,21.6,38.2,7.5,88.70317003,-1.22225,27.8425,-0.2725,0.13375,0.45675,0.1045,37.021,0.6585,31.595
E02000426,131,834.9,1587.8,32.09032833,0.130329604,0.220769574,838000,27.3,25.4,16,28.7,4.5,87.95212766,-0.53075,15.2085,-0.6935,0.0915,0.111,0.071,4.93225,0.19775,28.02175
E02000427,43.5,1014.1,1941.1,47.60723665,0.069885995,0.33586227,560000,15.3,23,13.4,44.8,10.3,77.39598278,-0.451,25.72,-0.042,0.145,0.1855,0.089,9.701,0.94225,36.31125
E02000428,194,1188.4,2182.6,53.38934776,0.094968473,0.485901453,475000,10.4,16.7,42.9,26.4,4.4,100.6606218,-1.11175,31.14825,0.05775,0.2185,0.3575,0.12525,23.745,0.59925,29.418
E02000429,203,449.6,1407.2,30.67717455,0.134521452,0.172942207,621000,25.8,30.6,9.3,32.9,3.1,62.14109926,-0.63775,13.46375,-0.59,0.07575,0.077,0.048,1.4005,0.36675,32.3365
E02000430,42.4,707.1,1272.6,28.16502629,0.095513544,0.207091816,530000,15.7,28.4,11.9,41.7,3.7,173.3007335,-1.00025,14.97425,-0.52975,0.07875,0.0975,0.056,1.8765,0.30075,41.21425
E02000431,49.2,819.3,1392.7,32.05684368,0.111858358,0.170979806,693750,22.1,25.9,5.9,44.9,3.7,103.4943182,-0.36425,13.953,-0.7275,0.05875,0.073,0.04875,3.25925,0.15275,41.107
E02000432,49,816.5,1535,33.62255965,0.105729039,0.275023241,499000,12.4,26.5,25.3,34.2,8.6,129.3163752,-0.75925,23.622,0.024,0.1395,0.1515,0.0975,6.85075,0.82275,32.213
E02000433,632,1081.6,1688.9,34.47827218,0.171715634,0.398386677,445000,40.9,26.2,11,18.2,4.5,62.03021719,0.179,12.23925,-1.334,0.093,0.208,0.0515,4.81925,-0.404,14.62175
E02000434,489.1,1165.6,1675.5,41.81415929,0.176371466,0.504890545,550000,35.6,32.7,8,21.9,4.6,74.9088359,0.2458,14.4884,-1.1116,0.0988,0.2116,0.0648,5.6592,-0.1486,14.9632
E02000435,604.8,913.4,1415.2,35.60463237,0.083574772,0.47037436,545000,32.4,30.1,19.3,15.8,3.8,139.7819315,0.55125,20.6895,-0.95275,0.1375,0.2525,0.09975,9.28875,-0.1615,12.79275
E02000436,306.7,1244.7,1605.6,32.35904531,0.10471458,0.433586994,697500,47,40.6,3.2,8.1,2.5,142.9982669,0.46925,7.708,-1.551,0.05,0.16925,0.0295,2.174,-0.41025,14.14825
E02000437,921.5,921.6,1481.2,36.89865107,0.088035844,0.481556643,505000,34.7,37.9,10.3,15.4,2.9,105.3316327,-0.1088,16.7098,-0.7266,0.1212,0.2416,0.0778,7.7332,0.1328,18.8196
E02000438,697.6,913.4,1598.3,34.58912769,0.099522673,0.453855879,385000,30.2,29.4,20.7,17,3.1,154.3278085,-0.3338,18.4866,-0.6816,0.1376,0.2704,0.0944,12.487,-0.339,16.7574
E02000439,309.6,1072.5,1371.1,55.6056544,0.079924903,0.619059225,472750,29.8,32.6,11.7,23.9,2.5,134.3603604,-0.4948,19.102,-0.973,0.1248,0.32,0.0682,13.6678,0.342,22.762
E02000440,332,1234.7,1504.7,41.65534539,0.100266193,0.577489811,590000,35.9,45,4.3,13.4,2.1,101.5315315,-0.0664,10.0872,-1.4426,0.0764,0.2322,0.0472,4.8372,-0.3492,18.048
E02000441,268,1029.9,1566.1,34.50997915,0.071093651,0.446231755,512500,33.7,30.7,19.6,13.9,2.3,145.8595194,0.41225,16.95775,-0.9665,0.11775,0.22625,0.086,7.69225,-0.2435,13.1975
E02000442,341.1,1067.7,1672.9,59.14311969,0.191357014,0.743625086,450000,32.2,36.7,4.8,24.3,1.8,27.40690893,-0.5314,14.4234,-1.4278,0.086,0.3468,0.0446,15.0724,0.1016,21.154
E02000443,532.7,1094.1,2033.5,47.89862724,0.077937129,0.631467793,400000,22.9,31.6,15.8,27.3,3.8,64.27374302,-0.6844,21.878,-0.5178,0.1642,0.329,0.0966,14.4062,0.1774,20.8338
E02000444,205.1,933.8,1605.8,52.86504295,0.080029101,0.725497117,522250,32.7,38.7,3.3,23.8,2,138.1407035,-0.5904,11.3826,-1.2298,0.086,0.279,0.0506,8.233,-0.4886,18.038
E02000445,761.3,920.6,1522.4,50.33170732,0.141737995,0.631804878,400000,22.7,30.3,14.8,28.3,2.8,70.33673469,-0.0432,21.6246,-0.6236,0.1596,0.2974,0.0872,13.3078,0.0642,19.8592
E02000447,329.6,1277.1,1524.3,38.14111646,0.102941176,0.532728818,572000,34.8,39,8.2,16.6,2.1,107.3141123,-0.103,12.13,-1.03425,0.095,0.20725,0.0615,3.3625,-0.1465,16.81375
E02000448,187.3,1008.4,1051.6,27.37539527,0.127642143,0.302815841,610500,42.3,32.4,8.4,15.3,2.3,100.0491803,0.039,6.6205,-1.55725,0.05,0.1335,0.03675,1.10025,-0.58575,13.62
E02000449,406.5,836.6,1470,57.4290279,0.095852384,0.73270247,460000,29,28.9,17.9,21.8,1.2,114.2537313,-0.4402,18.4792,-0.8968,0.13,0.3594,0.0658,16.434,-0.1348,22.8962
E02000451,229.1,1191.9,1528.2,38.18320611,0.089668843,0.536030534,605000,42.4,40.4,2.1,12.7,2,123.7518038,-0.0275,7.4,-1.3215,0.0555,0.15875,0.0415,1.85325,-0.563,15.78625
E02000452,425,1263.7,1619.8,52.08079825,0.275577157,0.584935507,367500,20.7,28.2,4.4,44.9,2.5,13.02627414,-0.8785,17.37675,-0.64825,0.12875,0.2015,0.0775,4.56375,0.074,27.73
E02000453,169.5,1041.7,1259.7,45.51181102,0.182745343,0.569028871,425000,27.6,35.1,6.4,27.9,3.8,48.95058584,-0.62775,12.40125,-1.231,0.10825,0.187,0.06625,2.5645,-0.32825,17.5605
E02000454,213.9,798.6,1183.5,29.73736233,0.204039624,0.427562835,655000,41.5,45.4,3.6,8.7,1.8,43.0160487,0.01775,5.74975,-1.715,0.04975,0.1445,0.034,1.24825,-0.5145,13.87325
E02000455,636.1,988,1330.6,52.04671174,0.275662998,0.595820529,439375,21.7,23.6,13.9,37,3.1,11.73867006,-0.01,18.6355,-0.55575,0.124,0.18175,0.07875,5.924,0.019,24.37275
E02000456,412,645.4,1730.3,43.41974784,0.191042687,0.539311517,470000,27.2,36,9.7,24.2,3.3,61.37437366,-0.3165,14.9325,-0.88,0.114,0.19325,0.07825,3.68275,-0.383,22.86125
E02000457,287.7,878.4,772.4,41.24168514,0.201826716,0.572695597,450000,37.7,37.6,5.5,18,3,45.01998858,0.16275,11.49075,-1.1335,0.08825,0.20425,0.05925,3.55625,-0.4895,13.7195
E02000459,183.5,1143.9,1446,50.78324226,0.133348076,0.650030358,342500,21.1,27.4,19.7,28.2,3,85,-0.51475,20.33825,-1.04925,0.148,0.25775,0.08125,9.23825,0.43425,22.4815
E02000460,291.6,1020.8,1589.4,47.51457502,0.163951437,0.689935563,415000,19.3,28.4,30.4,19.5,1.8,64.46153846,-0.52325,22.9885,-0.6235,0.169,0.32175,0.1105,14.411,0.32475,17.431
E02000461,209.6,904.4,1323.7,40.34835181,0.203583521,0.440909745,380000,25.1,30.6,5,32.9,5.1,30.34246575,-0.34975,9.57425,-1.4365,0.0645,0.15825,0.04225,5.003,-0.3275,19.72375
E02000462,382,1380.9,1072.4,51.62846803,0.112920977,0.67490953,425000,28.4,36,6.3,27.6,3.5,79.70175439,-0.80275,16.745,-0.857,0.12025,0.28325,0.066,10.30425,0.22775,23.385
E02000463,265.3,1048.7,1362.1,44.72653933,0.121913431,0.628781587,437500,21.9,38.1,21,17.2,1.9,105.593047,-0.435,19.5216,-0.672,0.1436,0.3416,0.0894,15.3066,-0.0152,19.0264
E02000464,374.1,1379.8,2089,8.913346768,0.156246441,0.110060456,320000,28.5,31.2,31.5,6.7,2.6,80.26508227,0.511,29.008,-0.161,0.1705,0.458,0.1205,42.2695,0.502,15.5885
E02000465,422.7,1447.7,2346,10.25220681,0.1212604,0.114375788,315000,19.2,33,37.9,8.1,2.4,90.3117506,-0.1202,28.5942,0.0706,0.175,0.4444,0.1238,38.6418,0.7314,16.0666
E02000466,411.3,1567.1,2889.9,9.110655243,0.16863499,0.124049716,347000,30.5,35.8,24.6,7.1,1.4,34.28436911,0.1136,23.3674,-0.0738,0.1462,0.4204,0.102,36.706,0.1394,13.674
E02000467,360.8,1382,2015.8,13.48128176,0.217084414,0.170278959,285000,13.3,26.3,51.5,7.7,2.1,40.36046512,-0.287166667,39.8305,0.436333333,0.271,0.464666667,0.172166667,44.75416667,0.970166667,13.49383333
E02000468,310,1346.8,2717.5,9.252120278,0.141866858,0.111667952,357000,36.4,40.8,11.5,9.6,1.9,91.14379085,-0.3762,19.2114,-0.382,0.1222,0.4082,0.0936,31.0062,0.3052,14.4306
E02000469,285.4,1250.1,2214.9,13.82896166,0.194376528,0.169951886,320000,23,34.6,31.8,9,1.2,40.92557849,-0.34875,27.87675,0.227,0.17625,0.42725,0.1255,33.73425,0.682,13.8285
E02000470,256.1,1760.5,2934,8.837327247,0.099942562,0.091035882,390000,39.8,39.1,7.9,12.2,2.5,77.37777778,0.121,12.3274,-0.6668,0.0828,0.315,0.0596,13.5174,-0.0194,16.513
E02000471,131.6,1816.3,2553.3,6.343033391,0.13250969,0.076438246,425000,51.2,42,1.8,4.5,1.7,79.84526112,0.2922,9.8786,-0.9816,0.0588,0.3608,0.0446,21.381,-0.2516,13.572
E02000472,214.2,1263.8,2431.2,8.432528646,0.194638528,0.108465903,375000,38.5,43.9,8.2,8.4,2.2,44.75430759,-0.190833333,12.837,-0.6885,0.080833333,0.365,0.062166667,22.33216667,-0.0595,16.4505
E02000473,165.4,2002.3,2643.8,8.249895703,0.114372371,0.112119316,389000,38.2,45.6,6.1,8.5,1.7,82.96266234,0.1435,10.954,-0.734,0.074,0.328666667,0.056333333,13.68416667,-0.104333333,13.56666667
E02000474,216,1630.3,2450.9,10.94330577,0.143916506,0.131966918,344750,29.5,40.1,15.6,13.2,1.7,78.63930886,-0.0454,19.6092,-0.4358,0.124,0.372,0.0784,27.5802,0.3504,23.7898
E02000475,374.1,2082.8,2386.2,10.15658982,0.181735575,0.111352762,465000,35.6,37.7,10.2,14.9,2.6,56.92241379,0.029333333,10.405,-0.816833333,0.071333333,0.288666667,0.051,11.83283333,0.0235,14.68966667
E02000476,204,1253.1,2263.4,20.1806513,0.121398511,0.205966247,250000,19.1,25.1,24.6,26.3,3.2,77.225,-0.2482,23.3094,-0.1954,0.1362,0.3056,0.0914,18.9386,0.853,24.9862
E02000477,156.9,1588.9,2937.5,7.02991453,0.107757364,0.089209402,440000,43,44,2.9,9.4,2,79.19168591,-0.195333333,7.5615,-0.952833333,0.049333333,0.308166667,0.046333333,13.6855,-0.473166667,15.957
E02000478,241,2065.5,2943.2,15.93882753,0.11887287,0.25097706,792500,51.1,38.8,5,4.3,2.2,28.66265965,0.68125,8.3065,-1.118,0.0465,0.30975,0.0475,12.67375,-0.6625,8.76225
E02000479,332.8,1330.5,2193.4,15.19547578,0.140443661,0.153798869,329000,24.8,41,10.1,22.6,2.3,68.13813814,-0.781,17.8634,-0.3614,0.118,0.3158,0.0806,19.5896,0.2806,26.0868
E02000480,410.4,1633.7,2378.2,18.7136294,0.12765188,0.2460439,325000,27.2,41.2,14.6,15.7,2.4,89.30032293,-0.318,20.4295,-0.292,0.137166667,0.345666667,0.084,20.83183333,0.406833333,25.21816667
E02000481,394,1182.3,2635.4,5.761580906,0.144461078,0.046965225,410000,47.8,36.7,7.7,6.6,2.2,82.98136646,-0.1424,9.9406,-0.7606,0.0674,0.3252,0.0504,17.603,-0.446,13.4084
E02000482,122.8,1473.7,2579.1,6.425891182,0.174742922,0.059412133,540000,53.7,38.6,1.1,5.9,1.9,66.71992481,-0.516,4.25375,-1.21175,0.0305,0.24125,0.0325,5.33675,-0.31125,11.09625
E02000483,275.3,1914.2,2339.5,7.236669293,0.160670535,0.064880483,420000,36.3,31.8,16,14.4,2.8,13.24056684,-0.535,13.644,-0.589,0.0956,0.3538,0.0642,18.6558,0.1698,16.647
E02000484,228.5,1900,2405,7.574094402,0.110535771,0.097694841,382500,38.5,46,6.6,7.8,1.8,33.78436273,0.2626,12.019,-0.7704,0.0622,0.3534,0.0544,18.3392,0.0752,15.7192
E02000485,173.6,1226.5,2800.3,8.990733784,0.166388796,0.077385424,392500,39.6,40.7,6.3,12.7,2.2,14.32871476,-0.238,10.1022,-0.9298,0.0718,0.3092,0.0536,15.501,-0.2346,13.5052
E02000486,186.7,1546.5,2266.3,8.797176215,0.102464789,0.088786316,375000,42.6,41.4,3.5,11.2,1.9,83.59087564,-0.62,10.047,-0.8966,0.069,0.342,0.0538,17.4798,-0.3236,19.7332
E02000487,90.3,1469.2,3080.3,4.386076756,0.18283671,0.038123167,607500,53,41.7,1,3.4,1.9,20.49340498,0.0918,5.64,-1.4076,0.0236,0.2692,0.0346,7.7382,-0.2246,12.5754
E02000488,259.4,1460.7,2484.6,6.324855336,0.150156271,0.068227695,425250,48.8,42.9,2,5.7,1.2,42.93465578,-0.013,7.6728,-0.803,0.0492,0.338,0.0432,14.5124,-0.736,12.1132
E02000489,218.1,1986.1,1951.5,12.29071537,0.194281447,0.153094876,360000,35.2,38,16.3,9.2,1.4,13.85923407,-0.272,16.343,-0.5764,0.109,0.3656,0.0822,22.986,0.0808,17.8658
E02000490,338.1,1803.5,2254.2,9.210526316,0.26046328,0.124680634,345000,40.2,38.7,12.6,7.5,1.8,35.48808968,-0.468,16.5228,-0.4448,0.1066,0.4024,0.0818,25.8032,0.1738,14.5778
E02000491,345,2476.2,1826.7,13.01835486,0.192245903,0.181962384,339250,29.3,34.4,25.5,9.4,3.3,60.78776042,-0.2326,27.0446,-0.1252,0.1752,0.4236,0.1256,31.1792,0.6572,23.0828
E02000492,231,1324.4,2495,7.254464286,0.174086314,0.090720663,342000,50.3,37.5,3.4,8,1.8,36.02240896,-0.27525,14.264,-0.70825,0.0875,0.39925,0.07525,27.9935,-0.10025,13.32925
E02000493,176.1,1393.8,2009.9,14.5410628,0.160224574,0.223188406,311500,26.6,38.9,14.6,18.6,2,41.96647032,-0.90275,22.488,-0.31325,0.14775,0.40125,0.09775,28.3985,0.62375,23.6675
E02000494,156.3,703.2,1458.3,33.07928867,0.212032356,0.397780452,709250,39.8,30.4,13.9,14.3,6.2,35.28362469,0.3032,10.2522,-0.6346,0.0704,0.166,0.0632,2.782,-0.4544,9.3144
E02000495,259,604.1,1477.1,30.13828777,0.126772877,0.314261586,497498,31.9,29.3,12.8,24.3,5.7,65.69240587,-0.247333333,12.02,-0.465,0.090333333,0.199833333,0.065166667,5.799166667,-0.156166667,16.3015
E02000496,597.8,974.6,1247.4,13.25854845,0.195484006,0.124746587,388250,28.4,35.8,24,10.2,4,54.66285714,0.305,19.4478,0.1164,0.118,0.3252,0.0848,22.7782,-0.0798,10.1588
E02000497,531.2,1170.8,1409.2,21.069293,0.276592083,0.269081956,500000,32.9,37.4,18.7,9.7,3.4,23.32396628,0.3336,14.1286,-0.6872,0.1018,0.239,0.077,8.9306,-0.1526,11.8252
E02000498,195.1,1267.9,1544.4,14.50166113,0.117255717,0.140199336,517500,34.4,39.7,16.4,7.7,2.9,69.96363636,-0.425,11.506,-0.51275,0.087,0.26175,0.06375,10.5295,-0.15625,12.23225
E02000499,105.3,999.6,1196.7,19.5235029,0.117468277,0.231036703,578000,45,38.1,5.5,10.6,2.3,38.98400474,-0.1854,6.9476,-1.0298,0.0512,0.2074,0.0414,4.1036,-0.2094,13.9406
E02000500,242.8,995.3,1711.8,18.79699248,0.238916256,0.182654913,690000,41.1,34,6.1,16.7,4,6.630736567,-0.2356,6.9718,-0.93,0.0462,0.2036,0.0372,3.7832,-0.068,18.778
E02000501,155.3,1099.2,1469.6,16.64847823,0.255756831,0.188068389,445000,36.8,45.1,7.3,9.7,2.3,23.0502477,-0.5326,8.7808,-0.7264,0.065,0.2454,0.0456,8.8676,-0.048,15.5698
E02000502,410.4,1127.9,1139.5,20.33363983,0.221318654,0.213056614,364025,32.3,39.9,4.4,22.1,4.3,49.86275733,-0.1898,8.7222,-0.5556,0.0638,0.2278,0.048,7.8208,-0.454,14.7352
E02000503,242.8,1159,1379.8,15.44624972,0.185666186,0.167594035,472500,34.1,48.9,3.6,11.8,2.9,44.92706645,-0.1452,7.8806,-0.9246,0.0492,0.2614,0.0362,10.2754,-0.1718,19.9644
E02000504,40.3,899.3,2282.2,13.74966134,0.180050914,0.175968572,589226,45.1,40.2,4.3,9.3,3.3,41.25059666,0.1106,6.1418,-1.009,0.039,0.2162,0.0358,4.2166,-0.517,13.3846
E02000506,230.1,1559.6,2288.4,22.2649516,0.220637248,0.320647129,682500,45.5,38.9,5,9.6,3.8,58.87755102,0.4626,8.6674,-0.8874,0.0512,0.2092,0.0496,3.4834,-0.2062,13.541
E02000507,375.4,1525.8,1780.1,21.38990306,0.261760536,0.312979982,410000,30.6,46.2,10.1,11.8,2.3,6.023600652,-0.7338,11.0096,-0.5984,0.0748,0.2968,0.0582,12.6722,-0.2326,20.0466
E02000508,148.1,1193.8,1440.7,29.86716028,0.230716724,0.351916376,419000,25,26,18.2,28.8,8.1,40.04920722,0.10925,16.1325,-0.39775,0.08875,0.2345,0.061,9.357,0.25475,22.80625
E02000509,164,1091.4,960.1,33.79822865,0.166915394,0.42257966,319998,19.2,27,23.9,26.8,4.8,33.51673721,-0.091,19.05675,-0.09425,0.126,0.25225,0.0735,13.708,-0.062,22.10825
E02000510,292.8,1312,1658.9,26.01343526,0.197119599,0.356845031,425000,29.7,37.8,12.9,17.7,2.7,38.91325536,-0.0158,16.012,-0.3438,0.094,0.2898,0.071,12.1704,0.3752,19.0412
E02000511,310,1881,1560.8,29.08975175,0.147960219,0.423297263,416000,30.4,42.8,8.1,15.3,2.7,20.52489065,-0.531833333,15.38516667,-0.563666667,0.098666667,0.343333333,0.066833333,17.07316667,0.204666667,21.66083333
E02000512,194.1,1096.1,1849.7,28.23397075,0.226705683,0.406949131,397500,20.4,30.9,28.4,17.8,2.8,4.620365758,-0.2958,26.1028,0.1376,0.1616,0.3534,0.1056,22.8504,0.5566,21.675
E02000513,178.2,1287.5,1079.5,37.79510022,0.129841549,0.559799555,350000,16.1,32.7,30.6,17.4,3.2,52.87820016,-0.3758,29.2318,-0.0324,0.1874,0.3796,0.1194,25.0554,0.979,19.766
E02000514,425.3,1229.6,1802.7,48.16700611,0.243359375,0.713238289,385000,27.9,39.1,7.1,23.1,3.4,12.34528211,-0.241666667,20.91233333,-0.253,0.129,0.356166667,0.081,19.415,0.515666667,23.56583333
E02000515,188.4,1220.4,1171.3,26.21898649,0.189046614,0.304339496,354750,17.8,31,21.8,25.8,5.7,38.21847507,-0.367166667,25.35833333,0.0445,0.140666667,0.343833333,0.093166667,26.7055,0.706166667,22.78783333
E02000516,398.3,1405,1272.3,43.76587254,0.19789501,0.670576853,288000,21.7,36.4,17.7,19.8,3.7,5.055176038,0.6674,23.3366,-0.4166,0.1488,0.333,0.0852,18.092,0.2314,18.1716
E02000517,452.6,1495.7,1348.1,39.18386274,0.179620596,0.56236958,341000,17.5,33.9,27.6,18.3,2,34.14137676,-0.6992,26.8104,0.039,0.1824,0.3986,0.1136,27.5824,0.552,22
E02000518,330.2,1491.8,1400.7,24.41320009,0.21736303,0.32210086,395750,19.9,32.1,31.9,13.9,1.3,19.60165711,-0.0972,28.0768,0.153,0.169,0.4096,0.1088,33.0098,0.6598,19.5288
E02000519,214.9,1762.4,1859.2,42.56179256,0.218569174,0.63005313,400000,15.5,27,36.6,17.3,1.8,47.25916718,-0.2576,29.9378,0.0474,0.1896,0.3878,0.1228,23.8698,0.899,25.2498
